file,line,item,canvas,type,scope,prop
modes/editor/editor/EHR/tarzanEhrUi.py,2749,c_line_line_2749,c,line,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2757,c_line_line_2757,c,line,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2765,c_line_line_2765,c,line,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2778,c_line_line_2778,c,line,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2790,c_rectangle_line_2790,c,rectangle,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2792,c_oval_line_2792,c,oval,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2794,c_oval_line_2794,c,oval,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2800,c_rectangle_line_2800,c,rectangle,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2801,c_line_line_2801,c,line,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2808,c_polygon_line_2808,c,polygon,modes_editor_editor_ehr_tarzanehrui,coords
modes/editor/editor/EHR/tarzanEhrUi.py,2809,c_text_line_2809,c,text,modes_editor_editor_ehr_tarzanehrui,text
modes/editor/editor/EHR/tarzanEhrUi.py,2816,c_text_line_2816,c,text,modes_editor_editor_ehr_tarzanehrui,text
modes/editor/editor/TarzanEhrTakeSandbox.py,553,canvas_image_line_553,canvas,image,modes_editor_editor_tarzanehrtakesandbox,coords
modes/editor/editor/TarzanEhrTakeSandbox.py,568,item,canvas,text,modes_editor_editor_tarzanehrtakesandbox,text
modes/editor/editor/TarzanEhrTakeSandbox.py,599,save_button_window,canvas,window,modes_editor_editor_tarzanehrtakesandbox,coords
modes/editor/editor/TarzanEhrTakeSandbox.py,716,protocol_title_id,protocol_canvas,text,modes_editor_editor_tarzanehrtakesandbox,text
modes/editor/editor/TarzanEhrTakeSandbox.py,725,row_window,protocol_canvas,window,modes_editor_editor_tarzanehrtakesandbox,coords
modes/editor/editor/TarzanEhrTakeSandbox.py,1057,protocol_canvas_rectangle_line_1057,protocol_canvas,rectangle,modes_editor_editor_tarzanehrtakesandbox,coords
modes/editor/editor/TarzanEhrTakeSandbox.py,1058,protocol_canvas_rectangle_line_1058,protocol_canvas,rectangle,modes_editor_editor_tarzanehrtakesandbox,coords
modes/editor/editor/TarzanTakeProtocolLight.py,860,canvas_image_line_860,canvas,image,modes_editor_editor_tarzantakeprotocollight,coords
modes/editor/editor/TarzanTakeProtocolLight.py,883,item,canvas,text,modes_editor_editor_tarzantakeprotocollight,text
modes/editor/editor/TarzanTakeProtocolLight.py,921,save_button_window,canvas,window,modes_editor_editor_tarzantakeprotocollight,coords
modes/editor/editor/TarzanTakeProtocolLight.py,1125,protocol_title_id,protocol_canvas,text,modes_editor_editor_tarzantakeprotocollight,text
modes/editor/editor/TarzanTakeProtocolLight.py,1135,row_window,protocol_canvas,window,modes_editor_editor_tarzantakeprotocollight,coords
modes/editor/editor/TarzanTakeProtocolLight.py,1215,protocol_canvas_rectangle_line_1215,protocol_canvas,rectangle,modes_editor_editor_tarzantakeprotocollight,coords
modes/editor/editor/TarzanTakeProtocolLight.py,1216,protocol_canvas_rectangle_line_1216,protocol_canvas,rectangle,modes_editor_editor_tarzantakeprotocollight,coords
modes/editor/editor/tarzanAxisSandbox.py,812,c_rectangle_line_812,c,rectangle,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,819,c_rectangle_line_819,c,rectangle,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,820,c_rectangle_line_820,c,rectangle,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,821,c_rectangle_line_821,c,rectangle,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,826,c_line_line_826,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,827,c_text_line_827,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/editor/tarzanAxisSandbox.py,833,c_line_line_833,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,834,c_text_line_834,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/editor/tarzanAxisSandbox.py,852,c_line_line_852,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,859,c_line_line_859,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,868,c_oval_line_868,c,oval,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,871,c_line_line_871,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,872,c_line_line_872,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,873,c_text_line_873,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/editor/tarzanAxisSandbox.py,874,c_text_line_874,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/editor/tarzanAxisSandbox.py,880,c_rectangle_line_880,c,rectangle,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,886,c_line_line_886,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,898,c_line_line_898,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,900,c_line_line_900,c,line,modes_editor_editor_tarzanaxissandbox,coords
modes/editor/editor/tarzanAxisSandbox.py,901,c_text_line_901,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/editor/tarzanAxisSandbox.py,902,c_text_line_902,c,text,modes_editor_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,812,c_rectangle_line_812,c,rectangle,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,819,c_rectangle_line_819,c,rectangle,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,820,c_rectangle_line_820,c,rectangle,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,821,c_rectangle_line_821,c,rectangle,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,826,c_line_line_826,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,827,c_text_line_827,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,833,c_line_line_833,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,834,c_text_line_834,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,852,c_line_line_852,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,859,c_line_line_859,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,868,c_oval_line_868,c,oval,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,871,c_line_line_871,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,872,c_line_line_872,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,873,c_text_line_873,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,874,c_text_line_874,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,880,c_rectangle_line_880,c,rectangle,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,886,c_line_line_886,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,898,c_line_line_898,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,900,c_line_line_900,c,line,modes_editor_tarzanaxissandbox,coords
modes/editor/tarzanAxisSandbox.py,901,c_text_line_901,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanAxisSandbox.py,902,c_text_line_902,c,text,modes_editor_tarzanaxissandbox,text
modes/editor/tarzanKHR.py,615,c_text_line_615,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,623,c_image_line_623,c,image,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,625,c_text_line_625,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,627,c_text_line_627,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,629,c_text_line_629,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1457,c_text_line_1457,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1465,c_text_line_1465,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1472,c_text_line_1472,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1473,c_text_line_1473,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1474,c_text_line_1474,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1481,c_text_line_1481,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1486,c_text_line_1486,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1496,c_text_line_1496,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1503,c_text_line_1503,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1518,c_image_line_1518,c,image,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1520,c_text_line_1520,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1522,c_text_line_1522,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1525,c_text_line_1525,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1533,c_image_line_1533,c,image,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1542,c_text_line_1542,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1545,c_line_line_1545,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1546,c_line_line_1546,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1548,c_rectangle_line_1548,c,rectangle,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1549,c_text_line_1549,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1553,c_polygon_line_1553,c,polygon,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1554,c_text_line_1554,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1555,c_line_line_1555,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1556,c_text_line_1556,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1564,c_text_line_1564,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1569,c_text_line_1569,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1570,c_line_line_1570,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1571,c_line_line_1571,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1573,c_rectangle_line_1573,c,rectangle,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1574,c_text_line_1574,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1576,c_text_line_1576,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1578,c_text_line_1578,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1579,c_text_line_1579,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1580,c_text_line_1580,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1589,c_oval_line_1589,c,oval,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1590,c_oval_line_1590,c,oval,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1593,c_line_line_1593,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1597,c_line_line_1597,c,line,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1602,c_polygon_line_1602,c,polygon,modes_editor_tarzankhr,coords
modes/editor/tarzanKHR.py,1603,c_text_line_1603,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1604,c_text_line_1604,c,text,modes_editor_tarzankhr,text
modes/editor/tarzanKHR.py,1605,c_text_line_1605,c,text,modes_editor_tarzankhr,text
vision/tarzanVisionSetup.py,248,window_id,canvas,window,vision_tarzanvisionsetup,coords
