raw_signal,logical_signal
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_421_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_421_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_425_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_425_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_466_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_466_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_483_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_483_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_518_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_518_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_529_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_529_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_594_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_594_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_603_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_603_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_626_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_626_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_643_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_643_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_791_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_791_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_798_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_798_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_799_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_799_text
canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_816_text,canvas_editor_par_tarzannextionpreview_screen_canvas_text_line_816_text
canvas_editor_par_tarzanparapp_canvas_oval_line_1309_coords,canvas_editor_par_tarzanparapp_canvas_oval_line_1309_coords
canvas_editor_par_tarzanparapp_canvas_oval_line_1402_coords,canvas_editor_par_tarzanparapp_canvas_oval_line_1402_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1286_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1286_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1303_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1303_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1314_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1314_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1315_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1315_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1316_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1316_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1329_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1329_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1387_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1387_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1414_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1414_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1415_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1415_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1416_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1416_coords
canvas_editor_par_tarzanparapp_canvas_rectangle_line_1431_coords,canvas_editor_par_tarzanparapp_canvas_rectangle_line_1431_coords
canvas_editor_par_tarzanparapp_canvas_text_line_1310_text,canvas_editor_par_tarzanparapp_canvas_text_line_1310_text
canvas_editor_par_tarzanparapp_canvas_text_line_1434_text,canvas_editor_par_tarzanparapp_canvas_text_line_1434_text
canvas_editor_par_tarzanparapp_canvas_text_line_1451_text,canvas_editor_par_tarzanparapp_canvas_text_line_1451_text
canvas_editor_par_tarzanparapp_canvas_text_line_1455_text,canvas_editor_par_tarzanparapp_canvas_text_line_1455_text
canvas_editor_par_tarzanparapp_led_oval_line_485_coords,canvas_editor_par_tarzanparapp_led_oval_line_485_coords
canvas_editor_par_tarzanparapp_panel_canvas_window_line_1076_coords,canvas_editor_par_tarzanparapp_panel_canvas_window_line_1076_coords
canvas_editor_par_tarzanparapp_text_id_text,canvas_editor_par_tarzanparapp_text_id_text
canvas_editor_par_tarzanparpanels_can_image_line_1306_coords,canvas_editor_par_tarzanparpanels_can_image_line_1306_coords
canvas_editor_par_tarzanparpanels_can_line_line_1298_coords,canvas_editor_par_tarzanparpanels_can_line_line_1298_coords
canvas_editor_par_tarzanparpanels_can_line_line_1299_coords,canvas_editor_par_tarzanparpanels_can_line_line_1299_coords
canvas_editor_par_tarzanparpanels_can_line_line_1304_coords,canvas_editor_par_tarzanparpanels_can_line_line_1304_coords
canvas_editor_par_tarzanparpanels_can_line_line_1311_coords,canvas_editor_par_tarzanparpanels_can_line_line_1311_coords
canvas_editor_par_tarzanparpanels_can_line_line_1326_coords,canvas_editor_par_tarzanparpanels_can_line_line_1326_coords
canvas_editor_par_tarzanparpanels_can_line_line_1327_coords,canvas_editor_par_tarzanparpanels_can_line_line_1327_coords
canvas_editor_par_tarzanparpanels_can_line_line_510_coords,canvas_editor_par_tarzanparpanels_can_line_line_510_coords
canvas_editor_par_tarzanparpanels_can_line_line_664_coords,canvas_editor_par_tarzanparpanels_can_line_line_664_coords
canvas_editor_par_tarzanparpanels_can_line_line_665_coords,canvas_editor_par_tarzanparpanels_can_line_line_665_coords
canvas_editor_par_tarzanparpanels_can_oval_line_509_coords,canvas_editor_par_tarzanparpanels_can_oval_line_509_coords
canvas_editor_par_tarzanparpanels_can_oval_line_511_coords,canvas_editor_par_tarzanparpanels_can_oval_line_511_coords
canvas_editor_par_tarzanparpanels_can_oval_line_656_coords,canvas_editor_par_tarzanparpanels_can_oval_line_656_coords
canvas_editor_par_tarzanparpanels_can_oval_line_920_coords,canvas_editor_par_tarzanparpanels_can_oval_line_920_coords
canvas_editor_par_tarzanparpanels_can_polygon_line_921_coords,canvas_editor_par_tarzanparpanels_can_polygon_line_921_coords
canvas_editor_par_tarzanparpanels_can_rectangle_line_899_coords,canvas_editor_par_tarzanparpanels_can_rectangle_line_899_coords
canvas_editor_par_tarzanparpanels_can_rectangle_line_901_coords,canvas_editor_par_tarzanparpanels_can_rectangle_line_901_coords
canvas_editor_par_tarzanparpanels_can_text_line_1307_text,canvas_editor_par_tarzanparpanels_can_text_line_1307_text
canvas_editor_par_tarzanparpanels_can_text_line_1309_text,canvas_editor_par_tarzanparpanels_can_text_line_1309_text
canvas_editor_par_tarzanparpanels_can_text_line_1310_text,canvas_editor_par_tarzanparpanels_can_text_line_1310_text
canvas_editor_par_tarzanparpanels_can_text_line_1329_text,canvas_editor_par_tarzanparpanels_can_text_line_1329_text
canvas_editor_par_tarzanparpanels_can_text_line_1331_text,canvas_editor_par_tarzanparpanels_can_text_line_1331_text
canvas_editor_par_tarzanparpanels_canvas_line_line_825_coords,canvas_editor_par_tarzanparpanels_canvas_line_line_825_coords
canvas_editor_par_tarzanparpanels_canvas_line_line_826_coords,canvas_editor_par_tarzanparpanels_canvas_line_line_826_coords
canvas_editor_par_tarzanparpanels_canvas_oval_line_1575_coords,canvas_editor_par_tarzanparpanels_canvas_oval_line_1575_coords
canvas_editor_par_tarzanparpanels_canvas_oval_line_830_coords,canvas_editor_par_tarzanparpanels_canvas_oval_line_830_coords
canvas_editor_par_tarzanparpanels_canvas_polygon_line_828_coords,canvas_editor_par_tarzanparpanels_canvas_polygon_line_828_coords
canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1449_coords,canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1449_coords
canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1450_coords,canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1450_coords
canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1451_coords,canvas_editor_par_tarzanparpanels_canvas_rectangle_line_1451_coords
canvas_editor_par_tarzanparpanels_old_c_line_line_3118_coords,canvas_editor_par_tarzanparpanels_old_c_line_line_3118_coords
canvas_editor_par_tarzanparpanels_old_c_line_line_3119_coords,canvas_editor_par_tarzanparpanels_old_c_line_line_3119_coords
canvas_editor_par_tarzanparpanels_old_c_oval_line_1979_coords,canvas_editor_par_tarzanparpanels_old_c_oval_line_1979_coords
canvas_editor_par_tarzanparpanels_old_c_oval_line_1980_coords,canvas_editor_par_tarzanparpanels_old_c_oval_line_1980_coords
canvas_editor_par_tarzanparpanels_old_c_oval_line_2212_coords,canvas_editor_par_tarzanparpanels_old_c_oval_line_2212_coords
canvas_editor_par_tarzanparpanels_old_c_oval_line_3111_coords,canvas_editor_par_tarzanparpanels_old_c_oval_line_3111_coords
canvas_editor_par_tarzanparpanels_old_c_oval_line_344_coords,canvas_editor_par_tarzanparpanels_old_c_oval_line_344_coords
canvas_editor_par_tarzanparpanels_old_c_polygon_line_2213_coords,canvas_editor_par_tarzanparpanels_old_c_polygon_line_2213_coords
canvas_editor_par_tarzanparpanels_old_canvas_image_line_1549_coords,canvas_editor_par_tarzanparpanels_old_canvas_image_line_1549_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1538_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1538_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1539_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1539_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1545_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1545_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1563_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1563_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1581_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1581_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1582_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1582_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1784_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1784_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_1785_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_1785_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_2481_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_2481_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_767_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_767_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_780_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_780_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_781_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_781_coords
canvas_editor_par_tarzanparpanels_old_canvas_line_line_784_coords,canvas_editor_par_tarzanparpanels_old_canvas_line_line_784_coords
canvas_editor_par_tarzanparpanels_old_canvas_oval_line_1216_coords,canvas_editor_par_tarzanparpanels_old_canvas_oval_line_1216_coords
canvas_editor_par_tarzanparpanels_old_canvas_oval_line_1796_coords,canvas_editor_par_tarzanparpanels_old_canvas_oval_line_1796_coords
canvas_editor_par_tarzanparpanels_old_canvas_oval_line_2480_coords,canvas_editor_par_tarzanparpanels_old_canvas_oval_line_2480_coords
canvas_editor_par_tarzanparpanels_old_canvas_oval_line_2482_coords,canvas_editor_par_tarzanparpanels_old_canvas_oval_line_2482_coords
canvas_editor_par_tarzanparpanels_old_canvas_polygon_line_1786_coords,canvas_editor_par_tarzanparpanels_old_canvas_polygon_line_1786_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1113_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1113_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1114_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1114_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1116_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1116_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1117_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1117_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1313_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1313_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1314_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1314_coords
canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1315_coords,canvas_editor_par_tarzanparpanels_old_canvas_rectangle_line_1315_coords
canvas_editor_par_tarzanparpanels_old_canvas_text_line_1551_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_1551_text
canvas_editor_par_tarzanparpanels_old_canvas_text_line_1554_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_1554_text
canvas_editor_par_tarzanparpanels_old_canvas_text_line_1555_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_1555_text
canvas_editor_par_tarzanparpanels_old_canvas_text_line_1586_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_1586_text
canvas_editor_par_tarzanparpanels_old_canvas_text_line_766_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_766_text
canvas_editor_par_tarzanparpanels_old_canvas_text_line_785_text,canvas_editor_par_tarzanparpanels_old_canvas_text_line_785_text
canvas_editor_par_tarzanparpanels_old_canvas_window_line_119_coords,canvas_editor_par_tarzanparpanels_old_canvas_window_line_119_coords
canvas_editor_par_tarzanparpanels_old_dot_oval_line_378_coords,canvas_editor_par_tarzanparpanels_old_dot_oval_line_378_coords
canvas_editor_par_tarzanparpanels_old_led_oval_line_1049_coords,canvas_editor_par_tarzanparpanels_old_led_oval_line_1049_coords
canvas_editor_par_tarzanparpanels_old_led_oval_line_1050_coords,canvas_editor_par_tarzanparpanels_old_led_oval_line_1050_coords
canvas_editor_par_tarzanparpanels_old_rect_coords,canvas_editor_par_tarzanparpanels_old_rect_coords
canvas_editor_par_tarzanparpanels_old_self_rectangle_line_1346_coords,canvas_editor_par_tarzanparpanels_old_self_rectangle_line_1346_coords
canvas_editor_par_tarzanparpanels_old_self_rectangle_line_1347_coords,canvas_editor_par_tarzanparpanels_old_self_rectangle_line_1347_coords
canvas_editor_par_tarzanparpanels_old_window_id_coords,canvas_editor_par_tarzanparpanels_old_window_id_coords
canvas_editor_par_tarzanparpanels_self_rectangle_line_185_coords,canvas_editor_par_tarzanparpanels_self_rectangle_line_185_coords
canvas_editor_par_tarzanparpanels_window_id_coords,canvas_editor_par_tarzanparpanels_window_id_coords
canvas_editor_par_tarzanparwidgets_c_line_line_304_coords,canvas_editor_par_tarzanparwidgets_c_line_line_304_coords
canvas_editor_par_tarzanparwidgets_c_oval_line_299_coords,canvas_editor_par_tarzanparwidgets_c_oval_line_299_coords
canvas_editor_par_tarzanparwidgets_c_oval_line_300_coords,canvas_editor_par_tarzanparwidgets_c_oval_line_300_coords
canvas_editor_par_tarzanparwidgets_c_oval_line_305_coords,canvas_editor_par_tarzanparwidgets_c_oval_line_305_coords
canvas_editor_par_tarzanparwidgets_self_oval_line_59_coords,canvas_editor_par_tarzanparwidgets_self_oval_line_59_coords
canvas_editor_par_tarzanparwidgets_self_oval_line_60_coords,canvas_editor_par_tarzanparwidgets_self_oval_line_60_coords
canvas_editor_par_tarzanparwidgets_self_oval_line_64_coords,canvas_editor_par_tarzanparwidgets_self_oval_line_64_coords
canvas_editor_par_tarzanparwidgets_self_oval_line_65_coords,canvas_editor_par_tarzanparwidgets_self_oval_line_65_coords
canvas_editor_par_tarzanparwidgets_self_rectangle_line_90_coords,canvas_editor_par_tarzanparwidgets_self_rectangle_line_90_coords
canvas_editor_tarzanaxissandbox_c_line_line_826_coords,canvas_editor_tarzanaxissandbox_c_line_line_826_coords
canvas_editor_tarzanaxissandbox_c_line_line_833_coords,canvas_editor_tarzanaxissandbox_c_line_line_833_coords
canvas_editor_tarzanaxissandbox_c_line_line_852_coords,canvas_editor_tarzanaxissandbox_c_line_line_852_coords
canvas_editor_tarzanaxissandbox_c_line_line_859_coords,canvas_editor_tarzanaxissandbox_c_line_line_859_coords
canvas_editor_tarzanaxissandbox_c_line_line_871_coords,canvas_editor_tarzanaxissandbox_c_line_line_871_coords
canvas_editor_tarzanaxissandbox_c_line_line_872_coords,canvas_editor_tarzanaxissandbox_c_line_line_872_coords
canvas_editor_tarzanaxissandbox_c_line_line_886_coords,canvas_editor_tarzanaxissandbox_c_line_line_886_coords
canvas_editor_tarzanaxissandbox_c_line_line_898_coords,canvas_editor_tarzanaxissandbox_c_line_line_898_coords
canvas_editor_tarzanaxissandbox_c_line_line_900_coords,canvas_editor_tarzanaxissandbox_c_line_line_900_coords
canvas_editor_tarzanaxissandbox_c_oval_line_868_coords,canvas_editor_tarzanaxissandbox_c_oval_line_868_coords
canvas_editor_tarzanaxissandbox_c_rectangle_line_812_coords,canvas_editor_tarzanaxissandbox_c_rectangle_line_812_coords
canvas_editor_tarzanaxissandbox_c_rectangle_line_819_coords,canvas_editor_tarzanaxissandbox_c_rectangle_line_819_coords
canvas_editor_tarzanaxissandbox_c_rectangle_line_820_coords,canvas_editor_tarzanaxissandbox_c_rectangle_line_820_coords
canvas_editor_tarzanaxissandbox_c_rectangle_line_821_coords,canvas_editor_tarzanaxissandbox_c_rectangle_line_821_coords
canvas_editor_tarzanaxissandbox_c_rectangle_line_880_coords,canvas_editor_tarzanaxissandbox_c_rectangle_line_880_coords
canvas_editor_tarzanaxissandbox_c_text_line_827_text,canvas_editor_tarzanaxissandbox_c_text_line_827_text
canvas_editor_tarzanaxissandbox_c_text_line_834_text,canvas_editor_tarzanaxissandbox_c_text_line_834_text
canvas_editor_tarzanaxissandbox_c_text_line_873_text,canvas_editor_tarzanaxissandbox_c_text_line_873_text
canvas_editor_tarzanaxissandbox_c_text_line_874_text,canvas_editor_tarzanaxissandbox_c_text_line_874_text
canvas_editor_tarzanaxissandbox_c_text_line_901_text,canvas_editor_tarzanaxissandbox_c_text_line_901_text
canvas_editor_tarzanaxissandbox_c_text_line_902_text,canvas_editor_tarzanaxissandbox_c_text_line_902_text
canvas_editor_tarzanehrtakesandbox_canvas_image_line_553_coords,canvas_editor_tarzanehrtakesandbox_canvas_image_line_553_coords
canvas_editor_tarzanehrtakesandbox_item_text,canvas_editor_tarzanehrtakesandbox_item_text
canvas_editor_tarzanehrtakesandbox_protocol_canvas_rectangle_line_1057_coords,canvas_editor_tarzanehrtakesandbox_protocol_canvas_rectangle_line_1057_coords
canvas_editor_tarzanehrtakesandbox_protocol_canvas_rectangle_line_1058_coords,canvas_editor_tarzanehrtakesandbox_protocol_canvas_rectangle_line_1058_coords
canvas_editor_tarzanehrtakesandbox_protocol_title_id_text,canvas_editor_tarzanehrtakesandbox_protocol_title_id_text
canvas_editor_tarzanehrtakesandbox_row_window_coords,canvas_editor_tarzanehrtakesandbox_row_window_coords
canvas_editor_tarzanehrtakesandbox_save_button_window_coords,canvas_editor_tarzanehrtakesandbox_save_button_window_coords
canvas_editor_tarzankhr_c_image_line_1518_coords,canvas_editor_tarzankhr_c_image_line_1518_coords
canvas_editor_tarzankhr_c_image_line_1533_coords,canvas_editor_tarzankhr_c_image_line_1533_coords
canvas_editor_tarzankhr_c_image_line_623_coords,canvas_editor_tarzankhr_c_image_line_623_coords
canvas_editor_tarzankhr_c_line_line_1545_coords,canvas_editor_tarzankhr_c_line_line_1545_coords
canvas_editor_tarzankhr_c_line_line_1546_coords,canvas_editor_tarzankhr_c_line_line_1546_coords
canvas_editor_tarzankhr_c_line_line_1555_coords,canvas_editor_tarzankhr_c_line_line_1555_coords
canvas_editor_tarzankhr_c_line_line_1570_coords,canvas_editor_tarzankhr_c_line_line_1570_coords
canvas_editor_tarzankhr_c_line_line_1571_coords,canvas_editor_tarzankhr_c_line_line_1571_coords
canvas_editor_tarzankhr_c_line_line_1593_coords,canvas_editor_tarzankhr_c_line_line_1593_coords
canvas_editor_tarzankhr_c_line_line_1597_coords,canvas_editor_tarzankhr_c_line_line_1597_coords
canvas_editor_tarzankhr_c_oval_line_1589_coords,canvas_editor_tarzankhr_c_oval_line_1589_coords
canvas_editor_tarzankhr_c_oval_line_1590_coords,canvas_editor_tarzankhr_c_oval_line_1590_coords
canvas_editor_tarzankhr_c_polygon_line_1553_coords,canvas_editor_tarzankhr_c_polygon_line_1553_coords
canvas_editor_tarzankhr_c_polygon_line_1602_coords,canvas_editor_tarzankhr_c_polygon_line_1602_coords
canvas_editor_tarzankhr_c_rectangle_line_1548_coords,canvas_editor_tarzankhr_c_rectangle_line_1548_coords
canvas_editor_tarzankhr_c_rectangle_line_1573_coords,canvas_editor_tarzankhr_c_rectangle_line_1573_coords
canvas_editor_tarzankhr_c_text_line_1457_text,canvas_editor_tarzankhr_c_text_line_1457_text
canvas_editor_tarzankhr_c_text_line_1465_text,canvas_editor_tarzankhr_c_text_line_1465_text
canvas_editor_tarzankhr_c_text_line_1472_text,canvas_editor_tarzankhr_c_text_line_1472_text
canvas_editor_tarzankhr_c_text_line_1473_text,canvas_editor_tarzankhr_c_text_line_1473_text
canvas_editor_tarzankhr_c_text_line_1474_text,canvas_editor_tarzankhr_c_text_line_1474_text
canvas_editor_tarzankhr_c_text_line_1481_text,canvas_editor_tarzankhr_c_text_line_1481_text
canvas_editor_tarzankhr_c_text_line_1486_text,canvas_editor_tarzankhr_c_text_line_1486_text
canvas_editor_tarzankhr_c_text_line_1496_text,canvas_editor_tarzankhr_c_text_line_1496_text
canvas_editor_tarzankhr_c_text_line_1503_text,canvas_editor_tarzankhr_c_text_line_1503_text
canvas_editor_tarzankhr_c_text_line_1520_text,canvas_editor_tarzankhr_c_text_line_1520_text
canvas_editor_tarzankhr_c_text_line_1522_text,canvas_editor_tarzankhr_c_text_line_1522_text
canvas_editor_tarzankhr_c_text_line_1525_text,canvas_editor_tarzankhr_c_text_line_1525_text
canvas_editor_tarzankhr_c_text_line_1542_text,canvas_editor_tarzankhr_c_text_line_1542_text
canvas_editor_tarzankhr_c_text_line_1549_text,canvas_editor_tarzankhr_c_text_line_1549_text
canvas_editor_tarzankhr_c_text_line_1554_text,canvas_editor_tarzankhr_c_text_line_1554_text
canvas_editor_tarzankhr_c_text_line_1556_text,canvas_editor_tarzankhr_c_text_line_1556_text
canvas_editor_tarzankhr_c_text_line_1564_text,canvas_editor_tarzankhr_c_text_line_1564_text
canvas_editor_tarzankhr_c_text_line_1569_text,canvas_editor_tarzankhr_c_text_line_1569_text
canvas_editor_tarzankhr_c_text_line_1574_text,canvas_editor_tarzankhr_c_text_line_1574_text
canvas_editor_tarzankhr_c_text_line_1576_text,canvas_editor_tarzankhr_c_text_line_1576_text
canvas_editor_tarzankhr_c_text_line_1578_text,canvas_editor_tarzankhr_c_text_line_1578_text
canvas_editor_tarzankhr_c_text_line_1579_text,canvas_editor_tarzankhr_c_text_line_1579_text
canvas_editor_tarzankhr_c_text_line_1580_text,canvas_editor_tarzankhr_c_text_line_1580_text
canvas_editor_tarzankhr_c_text_line_1603_text,canvas_editor_tarzankhr_c_text_line_1603_text
canvas_editor_tarzankhr_c_text_line_1604_text,canvas_editor_tarzankhr_c_text_line_1604_text
canvas_editor_tarzankhr_c_text_line_1605_text,canvas_editor_tarzankhr_c_text_line_1605_text
canvas_editor_tarzankhr_c_text_line_615_text,canvas_editor_tarzankhr_c_text_line_615_text
canvas_editor_tarzankhr_c_text_line_625_text,canvas_editor_tarzankhr_c_text_line_625_text
canvas_editor_tarzankhr_c_text_line_627_text,canvas_editor_tarzankhr_c_text_line_627_text
canvas_editor_tarzankhr_c_text_line_629_text,canvas_editor_tarzankhr_c_text_line_629_text
canvas_editor_tarzantakeprotocollight_canvas_image_line_860_coords,canvas_editor_tarzantakeprotocollight_canvas_image_line_860_coords
canvas_editor_tarzantakeprotocollight_item_text,canvas_editor_tarzantakeprotocollight_item_text
canvas_editor_tarzantakeprotocollight_protocol_canvas_rectangle_line_1215_coords,canvas_editor_tarzantakeprotocollight_protocol_canvas_rectangle_line_1215_coords
canvas_editor_tarzantakeprotocollight_protocol_canvas_rectangle_line_1216_coords,canvas_editor_tarzantakeprotocollight_protocol_canvas_rectangle_line_1216_coords
canvas_editor_tarzantakeprotocollight_protocol_title_id_text,canvas_editor_tarzantakeprotocollight_protocol_title_id_text
canvas_editor_tarzantakeprotocollight_row_window_coords,canvas_editor_tarzantakeprotocollight_row_window_coords
canvas_editor_tarzantakeprotocollight_save_button_window_coords,canvas_editor_tarzantakeprotocollight_save_button_window_coords
canvas_mechanics_tarzanedytorchoreografiiruchu_c_line_line_305_coords,canvas_mechanics_tarzanedytorchoreografiiruchu_c_line_line_305_coords
canvas_mechanics_tarzanedytorchoreografiiruchu_c_line_line_313_coords,canvas_mechanics_tarzanedytorchoreografiiruchu_c_line_line_313_coords
canvas_mechanics_tarzanedytorchoreografiiruchu_c_text_line_314_text,canvas_mechanics_tarzanedytorchoreografiiruchu_c_text_line_314_text
canvas_mechanics_tarzanedytorchoreografiiruchu_scroll_window_coords,canvas_mechanics_tarzanedytorchoreografiiruchu_scroll_window_coords
canvas_mechanics_tarzanwykresosi_c_line_line_1011_coords,canvas_mechanics_tarzanwykresosi_c_line_line_1011_coords
canvas_mechanics_tarzanwykresosi_c_line_line_1012_coords,canvas_mechanics_tarzanwykresosi_c_line_line_1012_coords
canvas_mechanics_tarzanwykresosi_c_line_line_754_coords,canvas_mechanics_tarzanwykresosi_c_line_line_754_coords
canvas_mechanics_tarzanwykresosi_c_line_line_756_coords,canvas_mechanics_tarzanwykresosi_c_line_line_756_coords
canvas_mechanics_tarzanwykresosi_c_line_line_757_coords,canvas_mechanics_tarzanwykresosi_c_line_line_757_coords
canvas_mechanics_tarzanwykresosi_c_line_line_770_coords,canvas_mechanics_tarzanwykresosi_c_line_line_770_coords
canvas_mechanics_tarzanwykresosi_c_oval_line_777_coords,canvas_mechanics_tarzanwykresosi_c_oval_line_777_coords
canvas_mechanics_tarzanwykresosi_c_polygon_line_1013_coords,canvas_mechanics_tarzanwykresosi_c_polygon_line_1013_coords
canvas_mechanics_tarzanwykresosi_c_rectangle_line_723_coords,canvas_mechanics_tarzanwykresosi_c_rectangle_line_723_coords
canvas_mechanics_tarzanwykresosi_c_rectangle_line_732_coords,canvas_mechanics_tarzanwykresosi_c_rectangle_line_732_coords
canvas_mechanics_tarzanwykresosi_c_rectangle_line_734_coords,canvas_mechanics_tarzanwykresosi_c_rectangle_line_734_coords
canvas_mechanics_tarzanwykresosi_c_rectangle_line_751_coords,canvas_mechanics_tarzanwykresosi_c_rectangle_line_751_coords
canvas_mechanics_tarzanwykresosi_c_text_line_1014_text,canvas_mechanics_tarzanwykresosi_c_text_line_1014_text
canvas_mechanics_tarzanwykresosi_c_text_line_731_text,canvas_mechanics_tarzanwykresosi_c_text_line_731_text
canvas_mechanics_tarzanwykresosi_c_text_line_735_text,canvas_mechanics_tarzanwykresosi_c_text_line_735_text
canvas_mechanics_tarzanwykresosi_c_text_line_758_text,canvas_mechanics_tarzanwykresosi_c_text_line_758_text
canvas_mechanics_tarzanwykresosi_c_text_line_759_text,canvas_mechanics_tarzanwykresosi_c_text_line_759_text
canvas_modes_editor_editor_ehr_tarzanaxissandbox_c_line_line_826_coords,canvas_modes_editor_editor_ehr_tarzanaxissandbox_c_line_line_826_coords
canvas_modes_editor_editor_ehr_tarzanaxissandbox_c_line_line_833_coords,canvas_modes_editor_editor_ehr_tarzanaxissandbox_c_line_line_833_coords
